Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Flow Order,Chrome 128.0.0.0,,,15-09-2024 10:59:20,15-09-2024 10:59:40,19.948s,FAILED
,,,,,,,
Test Cases/TC User/Login,Chrome 128.0.0.0,,,15-09-2024 10:59:20,15-09-2024 10:59:32,12.292s,PASSED
"openBrowser("""")",Chrome 128.0.0.0,,,15-09-2024 10:59:20,15-09-2024 10:59:22,1.909s,PASSED
navigateToUrl(siteURL),Chrome 128.0.0.0,,,15-09-2024 10:59:22,15-09-2024 10:59:27,5.172s,PASSED
"click(findTestObject(""Language/button_Dismiss""))",Chrome 128.0.0.0,,,15-09-2024 10:59:27,15-09-2024 10:59:28,0.618s,PASSED
"click(findTestObject(""Language/a_cookies btn""))",Chrome 128.0.0.0,,,15-09-2024 10:59:28,15-09-2024 10:59:29,0.567s,PASSED
"click(findTestObject(""Object Repository/Login/button_account""))",Chrome 128.0.0.0,,,15-09-2024 10:59:29,15-09-2024 10:59:29,0.366s,PASSED
"click(findTestObject(""Object Repository/Login/button_Login Menu""))",Chrome 128.0.0.0,,,15-09-2024 10:59:29,15-09-2024 10:59:30,0.535s,PASSED
"click(findTestObject(""Object Repository/Login/div_Input Email""))",Chrome 128.0.0.0,,,15-09-2024 10:59:30,15-09-2024 10:59:30,0.720s,PASSED
"setText(findTestObject(""Object Repository/Login/input_Login_email""), username)",Chrome 128.0.0.0,,,15-09-2024 10:59:30,15-09-2024 10:59:31,0.823s,PASSED
"click(findTestObject(""Object Repository/Login/div_Password""))",Chrome 128.0.0.0,,,15-09-2024 10:59:31,15-09-2024 10:59:31,0.365s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/input_Password""), password)",Chrome 128.0.0.0,,,15-09-2024 10:59:31,15-09-2024 10:59:32,0.479s,PASSED
"click(findTestObject(""Object Repository/Login/button_Login""))",Chrome 128.0.0.0,,,15-09-2024 10:59:32,15-09-2024 10:59:32,0.316s,PASSED
,,,,,,,
Test Cases/TC User/Add to cart,Chrome 128.0.0.0,,,15-09-2024 10:59:32,15-09-2024 10:59:37,5.140s,PASSED
"click(findTestObject(""Object Repository/Search/mat-icon_search""))",Chrome 128.0.0.0,,,15-09-2024 10:59:33,15-09-2024 10:59:34,0.975s,PASSED
"setText(findTestObject(""Search/input_OWASP Juice Shop_mat-input-0""), buah)",Chrome 128.0.0.0,,,15-09-2024 10:59:34,15-09-2024 10:59:34,0.824s,PASSED
"sendKeys(findTestObject(""Search/input_OWASP Juice Shop_mat-input-0""), Keys.chord(ENTER))",Chrome 128.0.0.0,,,15-09-2024 10:59:34,15-09-2024 10:59:35,0.391s,PASSED
"click(findTestObject(""Object Repository/Cart/button_Add to Basket""))",Chrome 128.0.0.0,,,15-09-2024 10:59:35,15-09-2024 10:59:35,0.534s,PASSED
"click(findTestObject(""Object Repository/Cart/span_1""))",Chrome 128.0.0.0,,,15-09-2024 10:59:35,15-09-2024 10:59:37,1.744s,PASSED
closeBrowser(),Chrome 128.0.0.0,,,15-09-2024 10:59:37,15-09-2024 10:59:37,0.332s,PASSED
,,,,,,,
Test Cases/TC User/Add to cart,Chrome 128.0.0.0,,,15-09-2024 10:59:37,15-09-2024 10:59:39,1.150s,FAILED
"click(findTestObject(""Object Repository/Search/mat-icon_search""))",Chrome 128.0.0.0,,,15-09-2024 10:59:38,15-09-2024 10:59:39,1.088s,FAILED
,,,,,,,
Test Cases/TC User/Add to cart,Chrome 128.0.0.0,,,15-09-2024 10:59:39,15-09-2024 10:59:40,1.109s,FAILED
"click(findTestObject(""Object Repository/Search/mat-icon_search""))",Chrome 128.0.0.0,,,15-09-2024 10:59:39,15-09-2024 10:59:40,1.043s,FAILED
