Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Search/input_OWASP Juice Shop_mat-input-0""), buah)",Chrome 128.0.0.0,,,19-09-2024 05:28:18,19-09-2024 05:28:18,0.913s,PASSED
"sendKeys(findTestObject(""Search/input_OWASP Juice Shop_mat-input-0""), Keys.chord(ENTER))",Chrome 128.0.0.0,,,19-09-2024 05:28:18,19-09-2024 05:28:19,0.390s,PASSED
"click(findTestObject(""Object Repository/Cart/button_Add to Basket""))",Chrome 128.0.0.0,,,19-09-2024 05:28:19,19-09-2024 05:28:19,0.534s,PASSED
"doubleClick(findTestObject(""Search/mat-icon_search""))",Chrome 128.0.0.0,,,19-09-2024 05:28:19,19-09-2024 05:28:21,1.737s,PASSED
"click(findTestObject(""Cart/mat-icon_shopping_cart""))",Chrome 128.0.0.0,,,19-09-2024 05:28:21,19-09-2024 05:28:22,0.551s,PASSED
"verifyElementPresent(findTestObject(""Cart/mat-cell_Apple Juice (1000ml)""), 0)",Chrome 128.0.0.0,,,19-09-2024 05:28:22,19-09-2024 05:28:23,1.140s,PASSED
back(),Chrome 128.0.0.0,,,19-09-2024 05:28:23,19-09-2024 05:28:23,0.053s,PASSED
,,,,,,,
Test Cases/TC User/Add to cart,Chrome 128.0.0.0,,,19-09-2024 05:28:23,19-09-2024 05:29:08,44.759s,PASSED
"click(findTestObject(""Object Repository/Search/mat-icon_search""))",Chrome 128.0.0.0,,,19-09-2024 05:28:23,19-09-2024 05:28:24,0.670s,PASSED
"setText(findTestObject(""Search/input_OWASP Juice Shop_mat-input-0""), buah)",Chrome 128.0.0.0,,,19-09-2024 05:28:24,19-09-2024 05:28:25,0.902s,PASSED
"sendKeys(findTestObject(""Search/input_OWASP Juice Shop_mat-input-0""), Keys.chord(ENTER))",Chrome 128.0.0.0,,,19-09-2024 05:28:25,19-09-2024 05:28:25,0.346s,PASSED
"click(findTestObject(""Object Repository/Cart/button_Add to Basket""))",Chrome 128.0.0.0,,,19-09-2024 05:28:25,19-09-2024 05:28:59,33.803s,PASSED
"doubleClick(findTestObject(""Search/mat-icon_search""))",Chrome 128.0.0.0,,,19-09-2024 05:28:59,19-09-2024 05:29:04,5.129s,PASSED
"click(findTestObject(""Cart/mat-icon_shopping_cart""))",Chrome 128.0.0.0,,,19-09-2024 05:29:04,19-09-2024 05:29:06,1.885s,PASSED
"verifyElementPresent(findTestObject(""Cart/mat-cell_Apple Juice (1000ml)""), 0)",Chrome 128.0.0.0,,,19-09-2024 05:29:06,19-09-2024 05:29:08,1.919s,PASSED
back(),Chrome 128.0.0.0,,,19-09-2024 05:29:08,19-09-2024 05:29:08,0.051s,PASSED
,,,,,,,
Test Cases/TC User/Add to cart,Chrome 128.0.0.0,,,19-09-2024 05:29:08,19-09-2024 05:29:53,44.966s,PASSED
"click(findTestObject(""Object Repository/Search/mat-icon_search""))",Chrome 128.0.0.0,,,19-09-2024 05:29:08,19-09-2024 05:29:08,0.734s,PASSED
"setText(findTestObject(""Search/input_OWASP Juice Shop_mat-input-0""), buah)",Chrome 128.0.0.0,,,19-09-2024 05:29:08,19-09-2024 05:29:09,0.840s,PASSED
"sendKeys(findTestObject(""Search/input_OWASP Juice Shop_mat-input-0""), Keys.chord(ENTER))",Chrome 128.0.0.0,,,19-09-2024 05:29:09,19-09-2024 05:29:10,0.329s,PASSED
"click(findTestObject(""Object Repository/Cart/button_Add to Basket""))",Chrome 128.0.0.0,,,19-09-2024 05:29:10,19-09-2024 05:29:44,34.008s,PASSED
"doubleClick(findTestObject(""Search/mat-icon_search""))",Chrome 128.0.0.0,,,19-09-2024 05:29:44,19-09-2024 05:29:49,5.134s,PASSED
"click(findTestObject(""Cart/mat-icon_shopping_cart""))",Chrome 128.0.0.0,,,19-09-2024 05:29:49,19-09-2024 05:29:51,1.889s,PASSED
"verifyElementPresent(findTestObject(""Cart/mat-cell_Apple Juice (1000ml)""), 0)",Chrome 128.0.0.0,,,19-09-2024 05:29:51,19-09-2024 05:29:53,1.908s,PASSED
back(),Chrome 128.0.0.0,,,19-09-2024 05:29:53,19-09-2024 05:29:53,0.059s,PASSED
