Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Search/i_close""))",Chrome 128.0.0.0,,,15-09-2024 10:11:47,15-09-2024 10:11:49,1.165s,PASSED
closeBrowser(),Chrome 128.0.0.0,,,15-09-2024 10:11:49,15-09-2024 10:11:49,0.377s,PASSED
,,,,,,,
Test Cases/TC Product/Open Detail Product,Chrome 128.0.0.0,,,15-09-2024 10:11:49,15-09-2024 10:12:00,10.988s,PASSED
"openBrowser("""")",Chrome 128.0.0.0,,,15-09-2024 10:11:49,15-09-2024 10:11:51,1.275s,PASSED
navigateToUrl(siteURL),Chrome 128.0.0.0,,,15-09-2024 10:11:51,15-09-2024 10:11:56,5.877s,PASSED
"click(findTestObject(""Language/button_Dismiss""))",Chrome 128.0.0.0,,,15-09-2024 10:11:56,15-09-2024 10:11:57,0.545s,PASSED
"click(findTestObject(""Language/a_cookies btn""))",Chrome 128.0.0.0,,,15-09-2024 10:11:57,15-09-2024 10:11:58,0.538s,PASSED
"click(findTestObject(""Object Repository/product/div_Apple Juice (1000ml)""))",Chrome 128.0.0.0,,,15-09-2024 10:11:58,15-09-2024 10:11:58,0.444s,PASSED
"click(findTestObject(""Object Repository/product/span_(1)_mat-expansion-indicator ng-tns-c41_c7be08""))",Chrome 128.0.0.0,,,15-09-2024 10:11:58,15-09-2024 10:11:59,1.289s,PASSED
"click(findTestObject(""Object Repository/product/button_close  Close""))",Chrome 128.0.0.0,,,15-09-2024 10:11:59,15-09-2024 10:12:00,0.347s,PASSED
closeBrowser(),Chrome 128.0.0.0,,,15-09-2024 10:12:00,15-09-2024 10:12:00,0.345s,PASSED
