Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Register/span_Your eldest siblings middle name""))",Chrome 128.0.0.0,,,19-09-2024 05:15:41,19-09-2024 05:15:41,0.563s,PASSED
"setText(findTestObject(""Object Repository/Register/input_This cannot be changed later_security_f37fc9""), answer)",Chrome 128.0.0.0,,,19-09-2024 05:15:41,19-09-2024 05:15:42,0.886s,PASSED
"click(findTestObject(""Object Repository/Register/button_Register""))",Chrome 128.0.0.0,,,19-09-2024 05:15:42,19-09-2024 05:15:43,0.363s,PASSED
"verifyElementPresent(findTestObject(""Login/h1_Login""), 0)",Chrome 128.0.0.0,,,19-09-2024 05:15:43,19-09-2024 05:15:44,1.768s,PASSED
closeBrowser(),Chrome 128.0.0.0,,,19-09-2024 05:15:44,19-09-2024 05:15:45,0.234s,PASSED
,,,,,,,
Test Cases/TC User/Registrasi,Chrome 128.0.0.0,,,19-09-2024 05:15:45,19-09-2024 05:16:02,17.700s,PASSED
"openBrowser("""")",Chrome 128.0.0.0,,,19-09-2024 05:15:45,19-09-2024 05:15:46,1.047s,PASSED
navigateToUrl(siteURL),Chrome 128.0.0.0,,,19-09-2024 05:15:46,19-09-2024 05:15:50,4.744s,PASSED
"click(findTestObject(""Language/button_Dismiss""))",Chrome 128.0.0.0,,,19-09-2024 05:15:50,19-09-2024 05:15:51,0.558s,PASSED
"click(findTestObject(""Language/a_cookies btn""))",Chrome 128.0.0.0,,,19-09-2024 05:15:51,19-09-2024 05:15:52,0.531s,PASSED
"click(findTestObject(""Object Repository/Register/span_Account""))",Chrome 128.0.0.0,,,19-09-2024 05:15:52,19-09-2024 05:15:52,0.327s,PASSED
"click(findTestObject(""Object Repository/Register/span_Login""))",Chrome 128.0.0.0,,,19-09-2024 05:15:52,19-09-2024 05:15:52,0.531s,PASSED
"click(findTestObject(""Object Repository/Register/a_Registrasi Btn""))",Chrome 128.0.0.0,,,19-09-2024 05:15:52,19-09-2024 05:15:55,2.924s,PASSED
"click(findTestObject(""Object Repository/Register/div_Email""))",Chrome 128.0.0.0,,,19-09-2024 05:15:55,19-09-2024 05:15:56,0.532s,PASSED
"setText(findTestObject(""Object Repository/Register/input_User Registration_emailControl""), email)",Chrome 128.0.0.0,,,19-09-2024 05:15:56,19-09-2024 05:15:57,0.763s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Register/input_Email_passwordControl""), password)",Chrome 128.0.0.0,,,19-09-2024 05:15:57,19-09-2024 05:15:57,0.418s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Register/input_Password must be 5-40 characters long_eeca64""), repassword)",Chrome 128.0.0.0,,,19-09-2024 05:15:57,19-09-2024 05:15:57,0.400s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Register/span_Repeat Password_mat-slide-toggle-bar""))",Chrome 128.0.0.0,,,19-09-2024 05:15:57,19-09-2024 05:15:58,0.397s,PASSED
if (passworddetail == true),Chrome 128.0.0.0,,,19-09-2024 05:15:58,19-09-2024 05:15:58,0.000s,PASSED
if (passworddetail == true),Chrome 128.0.0.0,,,19-09-2024 05:15:58,19-09-2024 05:15:58,0.000s,PASSED
else,Chrome 128.0.0.0,,,19-09-2024 05:15:58,19-09-2024 05:15:58,0.362s,PASSED
"click(findTestObject(""Register/div_Security Question""))",Chrome 128.0.0.0,,,19-09-2024 05:15:58,19-09-2024 05:15:59,0.314s,PASSED
"click(findTestObject(""Register/span_Your eldest siblings middle name""))",Chrome 128.0.0.0,,,19-09-2024 05:15:59,19-09-2024 05:15:59,0.574s,PASSED
"setText(findTestObject(""Object Repository/Register/input_This cannot be changed later_security_f37fc9""), answer)",Chrome 128.0.0.0,,,19-09-2024 05:15:59,19-09-2024 05:16:00,0.790s,PASSED
"click(findTestObject(""Object Repository/Register/button_Register""))",Chrome 128.0.0.0,,,19-09-2024 05:16:00,19-09-2024 05:16:00,0.297s,PASSED
"verifyElementPresent(findTestObject(""Login/h1_Login""), 0)",Chrome 128.0.0.0,,,19-09-2024 05:16:00,19-09-2024 05:16:02,1.864s,PASSED
closeBrowser(),Chrome 128.0.0.0,,,19-09-2024 05:16:02,19-09-2024 05:16:02,0.248s,PASSED
