Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
navigateToUrl(siteURL),Chrome 128.0.0.0,,,17-09-2024 18:00:18,17-09-2024 18:00:23,5.707s,PASSED
"click(findTestObject(""Language/button_Dismiss""))",Chrome 128.0.0.0,,,17-09-2024 18:00:23,17-09-2024 18:00:24,0.588s,PASSED
"click(findTestObject(""Language/a_cookies btn""))",Chrome 128.0.0.0,,,17-09-2024 18:00:24,17-09-2024 18:00:24,0.552s,PASSED
"click(findTestObject(""Object Repository/Register/span_Account""))",Chrome 128.0.0.0,,,17-09-2024 18:00:24,17-09-2024 18:00:25,0.336s,PASSED
"click(findTestObject(""Object Repository/Register/span_Login""))",Chrome 128.0.0.0,,,17-09-2024 18:00:25,17-09-2024 18:00:25,0.598s,PASSED
"click(findTestObject(""Object Repository/Register/a_Registrasi Btn""))",Chrome 128.0.0.0,,,17-09-2024 18:00:25,17-09-2024 18:00:27,1.309s,PASSED
"click(findTestObject(""Object Repository/Register/div_Email""))",Chrome 128.0.0.0,,,17-09-2024 18:00:27,17-09-2024 18:00:27,0.517s,PASSED
"setText(findTestObject(""Object Repository/Register/input_User Registration_emailControl""), email)",Chrome 128.0.0.0,,,17-09-2024 18:00:27,17-09-2024 18:00:28,0.574s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Register/input_Email_passwordControl""), password)",Chrome 128.0.0.0,,,17-09-2024 18:00:28,17-09-2024 18:00:28,0.367s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Register/input_Password must be 5-40 characters long_eeca64""), repassword)",Chrome 128.0.0.0,,,17-09-2024 18:00:28,17-09-2024 18:00:29,0.390s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Register/span_Show password advice_mat-select-placeh_fe7087""))",Chrome 128.0.0.0,,,17-09-2024 18:00:29,17-09-2024 18:00:29,0.263s,PASSED
"click(findTestObject(""Register/div_Security Question""))",Chrome 128.0.0.0,,,17-09-2024 18:00:29,17-09-2024 18:00:29,0.290s,PASSED
"click(findTestObject(""Register/span_Your eldest siblings middle name""))",Chrome 128.0.0.0,,,17-09-2024 18:00:29,17-09-2024 18:00:30,0.518s,PASSED
"setText(findTestObject(""Object Repository/Register/input_This cannot be changed later_security_f37fc9""), answer)",Chrome 128.0.0.0,,,17-09-2024 18:00:30,17-09-2024 18:00:30,0.787s,PASSED
"click(findTestObject(""Object Repository/Register/button_Register""))",Chrome 128.0.0.0,,,17-09-2024 18:00:30,17-09-2024 18:00:31,0.309s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Register/span_Registration completed successfully. Y_fc7740""), 0)",Chrome 128.0.0.0,,,17-09-2024 18:00:31,17-09-2024 18:01:02,31.253s,FAILED
