Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Flow Order,Chrome 128.0.0.0,,,22-09-2024 15:23:26,22-09-2024 15:26:28,3m - 2.303s,FAILED
,,,,,,,
Test Cases/TC User/Login,Chrome 128.0.0.0,,,22-09-2024 15:23:26,22-09-2024 15:23:39,12.509s,PASSED
"openBrowser("""")",Chrome 128.0.0.0,,,22-09-2024 15:23:26,22-09-2024 15:23:28,1.796s,PASSED
navigateToUrl(siteURL),Chrome 128.0.0.0,,,22-09-2024 15:23:28,22-09-2024 15:23:33,4.543s,PASSED
"click(findTestObject(""Language/button_Dismiss""))",Chrome 128.0.0.0,,,22-09-2024 15:23:33,22-09-2024 15:23:33,0.579s,PASSED
"click(findTestObject(""Language/a_cookies btn""))",Chrome 128.0.0.0,,,22-09-2024 15:23:33,22-09-2024 15:23:34,0.496s,PASSED
"click(findTestObject(""Object Repository/Login/button_account""))",Chrome 128.0.0.0,,,22-09-2024 15:23:34,22-09-2024 15:23:34,0.344s,PASSED
"click(findTestObject(""Object Repository/Login/button_Login Menu""))",Chrome 128.0.0.0,,,22-09-2024 15:23:34,22-09-2024 15:23:35,0.578s,PASSED
"click(findTestObject(""Object Repository/Login/div_Input Email""))",Chrome 128.0.0.0,,,22-09-2024 15:23:35,22-09-2024 15:23:35,0.666s,PASSED
"setText(findTestObject(""Object Repository/Login/input_Login_email""), username)",Chrome 128.0.0.0,,,22-09-2024 15:23:35,22-09-2024 15:23:36,0.768s,PASSED
"click(findTestObject(""Object Repository/Login/div_Password""))",Chrome 128.0.0.0,,,22-09-2024 15:23:36,22-09-2024 15:23:37,0.403s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/input_Password""), password)",Chrome 128.0.0.0,,,22-09-2024 15:23:37,22-09-2024 15:23:37,0.523s,PASSED
"click(findTestObject(""Object Repository/Login/button_Login""))",Chrome 128.0.0.0,,,22-09-2024 15:23:37,22-09-2024 15:23:37,0.383s,PASSED
"verifyElementPresent(findTestObject(""Cart/span_Your Basket""), 0)",Chrome 128.0.0.0,,,22-09-2024 15:23:37,22-09-2024 15:23:39,1.071s,PASSED
,,,,,,,
Test Cases/TC User/Add to cart,Chrome 128.0.0.0,,,22-09-2024 15:23:39,22-09-2024 15:24:15,36.055s,FAILED
"click(findTestObject(""Object Repository/Search/mat-icon_search""))",Chrome 128.0.0.0,,,22-09-2024 15:23:39,22-09-2024 15:23:39,0.381s,PASSED
"setText(findTestObject(""Search/input_OWASP Juice Shop_mat-input-0""), buah)",Chrome 128.0.0.0,,,22-09-2024 15:23:39,22-09-2024 15:23:40,0.881s,PASSED
"sendKeys(findTestObject(""Search/input_OWASP Juice Shop_mat-input-0""), Keys.chord(ENTER))",Chrome 128.0.0.0,,,22-09-2024 15:23:40,22-09-2024 15:23:40,0.328s,PASSED
"click(findTestObject(""Object Repository/Cart/button_Add to Basket""))",Chrome 128.0.0.0,,,22-09-2024 15:23:40,22-09-2024 15:23:41,0.532s,PASSED
"doubleClick(findTestObject(""Search/mat-icon_search""))",Chrome 128.0.0.0,,,22-09-2024 15:23:41,22-09-2024 15:23:42,1.482s,PASSED
"click(findTestObject(""Cart/mat-icon_shopping_cart""))",Chrome 128.0.0.0,,,22-09-2024 15:23:42,22-09-2024 15:23:43,0.542s,PASSED
"verifyElementPresent(findTestObject(""Cart/mat-cell_Apple Juice (1000ml)""), 0)",Chrome 128.0.0.0,,,22-09-2024 15:23:43,22-09-2024 15:24:15,31.656s,FAILED
,,,,,,,
Test Cases/TC User/Add to cart,Chrome 128.0.0.0,,,22-09-2024 15:24:15,22-09-2024 15:25:21,1m - 6.578s,FAILED
"click(findTestObject(""Object Repository/Search/mat-icon_search""))",Chrome 128.0.0.0,,,22-09-2024 15:24:15,22-09-2024 15:24:15,0.361s,PASSED
"setText(findTestObject(""Search/input_OWASP Juice Shop_mat-input-0""), buah)",Chrome 128.0.0.0,,,22-09-2024 15:24:15,22-09-2024 15:24:16,0.909s,PASSED
"sendKeys(findTestObject(""Search/input_OWASP Juice Shop_mat-input-0""), Keys.chord(ENTER))",Chrome 128.0.0.0,,,22-09-2024 15:24:16,22-09-2024 15:24:16,0.341s,PASSED
"click(findTestObject(""Object Repository/Cart/button_Add to Basket""))",Chrome 128.0.0.0,,,22-09-2024 15:24:16,22-09-2024 15:24:48,31.567s,PASSED
"doubleClick(findTestObject(""Search/mat-icon_search""))",Chrome 128.0.0.0,,,22-09-2024 15:24:48,22-09-2024 15:24:49,1.472s,PASSED
"click(findTestObject(""Cart/mat-icon_shopping_cart""))",Chrome 128.0.0.0,,,22-09-2024 15:24:49,22-09-2024 15:24:50,0.571s,PASSED
"verifyElementPresent(findTestObject(""Cart/mat-cell_Apple Juice (1000ml)""), 0)",Chrome 128.0.0.0,,,22-09-2024 15:24:50,22-09-2024 15:25:21,31.309s,FAILED
,,,,,,,
Test Cases/TC User/Add to cart,Chrome 128.0.0.0,,,22-09-2024 15:25:21,22-09-2024 15:26:28,1m - 6.863s,FAILED
"click(findTestObject(""Object Repository/Search/mat-icon_search""))",Chrome 128.0.0.0,,,22-09-2024 15:25:21,22-09-2024 15:25:22,0.302s,PASSED
"setText(findTestObject(""Search/input_OWASP Juice Shop_mat-input-0""), buah)",Chrome 128.0.0.0,,,22-09-2024 15:25:22,22-09-2024 15:25:23,0.897s,PASSED
"sendKeys(findTestObject(""Search/input_OWASP Juice Shop_mat-input-0""), Keys.chord(ENTER))",Chrome 128.0.0.0,,,22-09-2024 15:25:23,22-09-2024 15:25:23,0.344s,PASSED
"click(findTestObject(""Object Repository/Cart/button_Add to Basket""))",Chrome 128.0.0.0,,,22-09-2024 15:25:23,22-09-2024 15:25:54,31.493s,PASSED
"doubleClick(findTestObject(""Search/mat-icon_search""))",Chrome 128.0.0.0,,,22-09-2024 15:25:54,22-09-2024 15:25:56,1.911s,PASSED
"click(findTestObject(""Cart/mat-icon_shopping_cart""))",Chrome 128.0.0.0,,,22-09-2024 15:25:56,22-09-2024 15:25:57,0.545s,PASSED
"verifyElementPresent(findTestObject(""Cart/mat-cell_Apple Juice (1000ml)""), 0)",Chrome 128.0.0.0,,,22-09-2024 15:25:57,22-09-2024 15:26:28,31.326s,FAILED
